"학교명","학교급","주소"
"사등초등학교","초등학교","경상남도 거제시 사등면 성포로 21"
"천부초등학교","초등학교","경상북도 울릉군 북면 천부길 95-3"
"구미중학교","중학교","경기도 성남시 분당구 구미로173번길 29"
"해안중학교","중학교","강원특별자치도 양구군 해안면 펀치볼로 1279"
"서포초등학교","초등학교","경상남도 사천시 서포면 나분이길 9"
"수원공업고등학교","고등학교","경기도 수원시 팔달구 세지로 254"
"서울일원초등학교","초등학교","서울특별시 강남구 영동대로4길 20"
"고진중학교","중학교","경기도 용인시 처인구 고림로 165-2"
"진목초등학교","초등학교","경상남도 거제시 진목1길 101"
"단성초등학교","초등학교","경상남도 산청군 단성면 목화로961번길 10"
"양청초등학교","초등학교","충청북도 청주시 청원구 오창읍 양청택지3길 15"
"삼천포제일중학교","중학교","경상남도 사천시 상강청길 34"
"광려중학교","중학교","경상남도 창원시 마산회원구 내서읍 광려로 108"
"창원기계공업고등학교","고등학교","경상남도 창원시 성산구 두대로 219"
"성동초등학교","초등학교","울산광역시 울주군 서생면 진하길 7"
"연푸른초등학교","초등학교","경기도 양주시 옥정서로1길 27"
"마장중학교","중학교","경기도 이천시 마장면 오천로 130"
"전주삼천남초등학교","초등학교","전북특별자치도 전주시 완산구 거마남로 65"
"명사초등학교","초등학교","경상남도 거제시 남부면 명사해수욕장길 11"
"대아고등학교","고등학교","경상남도 진주시 서장대로185번길 14"
"경남자동차고등학교","고등학교","경상남도 진주시 진산로 378"
"포항용산초등학교","초등학교","경상북도 포항시 남구 오천읍 정몽주로 309"
"초서초등학교","초등학교","경상북도 포항시 북구 흥해읍 초곡지구로 152"
"종정초등학교","초등학교","전북특별자치도 김제시 백산면 종정1길 143"
"고창북고등학교","고등학교","전북특별자치도 고창군 흥덕면 선운대로 3714-32"
"진성초등학교","초등학교","경상남도 진주시 진성면 진성로355번길 10"
"안흥고등학교","고등학교","강원특별자치도 횡성군 안흥면 서동로 1121"
"광교호수초등학교","초등학교","경기도 수원시 영통구 광교호수공원로 205"
"악양중학교","중학교","경상남도 하동군 악양면 신흥길 20"
"천안중앙고등학교","고등학교","충청남도 천안시 동남구 충절로 91"
"조금초등학교","초등학교","충청남도 당진시 대호지면 4.4만세로 23"
"울산기술공업고등학교","고등학교","울산광역시 울주군 온산읍 덕망로 54"
"도마산초등학교","초등학교","경기도 파주시 광탄면 부흥로 257"
"이천중학교","중학교","경기도 이천시 애련정로 50"
"역곡중학교","중학교","경기도 부천시 원미구 역곡로58번길 27"
"인천중산고등학교","고등학교","인천광역시 중구 은하수로 142"
"연포초등학교","초등학교","부산광역시 남구 못골로 17"
"용암초등학교","초등학교","충청북도 청주시 상당구 원봉로 55"
"명일초등학교","초등학교","부산광역시 강서구 명지국제5로 170-5"
"선인국제중학교","중학교","경상남도 진주시 대곡면 월암로 341"
"군산내흥초등학교","초등학교","전북특별자치도 군산시 사옥2길 33-18"
"익산어양초등학교","초등학교","전북특별자치도 익산시 하나로10길 23"
"대전만년고등학교","고등학교","대전광역시 서구 만년로 6"
"덕이고등학교","고등학교","경기도 고양시 일산서구 하이파크1로 64"
"산울초등학교","초등학교","세종특별자치시 산울7로 33"
"대곶초등학교","초등학교","경기도 김포시 대곶면 율생중앙로36번길 19"
"삼은초등학교","초등학교","충청남도 천안시 서북구 직산읍 삼은2길 11"
"배다리중학교","중학교","경기도 평택시 죽백4로 65"
"이천가산초등학교","초등학교","경기도 이천시 부발읍 황무로2065번길 112"
"천안구성초등학교","초등학교","충청남도 천안시 동남구 청수로 126"
"강천중학교","중학교","경기도 여주시 강천면 강문로 594"
"시산초등학교","초등학교","전북특별자치도 순창군 쌍치면 시산길 45"
"천안부성중학교","중학교","충청남도 천안시 서북구 공대길 45-9"
"한율초등학교","초등학교","경기도 화성시 동탄순환대로 429-10"
"정현초등학교","초등학교","경기도 화성시 동탄산척로 122"
"제천고등학교","고등학교","충청북도 제천시 칠성로 105"
"충무중학교","중학교","경상남도 통영시 평인일주로 65"
"구정초등학교","초등학교","강원특별자치도 강릉시 구정면 범일로 266-14"
"압량중학교","중학교","경상북도 경산시 압량읍 부적길 36-19"
"양곡고등학교","고등학교","경기도 김포시 양촌읍 양곡4로 138"
"천안상업고등학교","고등학교","충청남도 천안시 서북구 상고1길 43-9"
"여천초등학교","초등학교","울산광역시 남구 여천로 31"
"성거초등학교","초등학교","충청남도 천안시 서북구 성거읍 소댕이3길 606-21"
"석정초등학교","초등학교","경기도 김포시 대곶면 대곶로331번길 10"
"진천상신초등학교","초등학교","충청북도 진천군 덕산읍 대월로 107"
"고덕초등학교","초등학교","경기도 평택시 함박산로 161"
"공덕초등학교","초등학교","부산광역시 금정구 대두로 2"
"무원초등학교","초등학교","경기도 고양시 덕양구 무원로 47"
"계성고등학교","고등학교","대구광역시 서구 새방로 171"
"천안쌍용고등학교","고등학교","충청남도 천안시 서북구 월봉7길 10"
"광주운암초등학교","초등학교","광주광역시 북구 서강로 79-14"
"경덕중학교","중학교","경상북도 안동시 서악길 47"
"금악초등학교","초등학교","제주특별자치도 제주시 한림읍 금악남2길 1"
"전주공업고등학교","고등학교","전북특별자치도 전주시 덕진구 여산로 101"
"거창고등학교","고등학교","경상남도 거창군 거창읍 죽전4길 36"
"미리벌초등학교","초등학교","경상남도 밀양시 미리벌로 41-22"
"목도초등학교","초등학교","충청북도 괴산군 불정면 목도로 42-1"
"생명중학교","중학교","충청북도 청주시 청원구 오창읍 중부로 772"
"동명고등학교","고등학교","광주광역시 광산구 사이동길 16"
"연동초등학교","초등학교","부산광역시 연제구 고분로56번길 40"
"금화초등학교","초등학교","경기도 파주시 새꽃로 55"
"송곡초등학교","초등학교","충청남도 아산시 염치읍 송곡길 112"
"경일고등학교","고등학교","부산광역시 강서구 영강길 153-42"
"성주중학교","중학교","경기도 부천시 소사구 성주로 24"
"수양초등학교","초등학교","경상남도 사천시 사천읍 옥산로 60"
"민세초등학교","초등학교","경기도 평택시 고덕국제1로 200"
"가현초등학교","초등학교","경기도 김포시 김포한강2로 83"
"율포초등학교","초등학교","경기도 평택시 함박산로 10"
"환서초등학교","초등학교","충청남도 천안시 서북구 한들2로 34-41"
"광주동초등학교","초등학교","광주광역시 북구 석곡로 527"
"두호초등학교","초등학교","경상북도 포항시 북구 창흥로36번길 23"
"창수초등학교","초등학교","경기도 포천시 창수면 옥수로58번길 4"
"신안초등학교","초등학교","경상남도 산청군 신안면 원지로4번길 18"
"청수초등학교","초등학교","경기도 김포시 김포한강11로 256"
"초동초등학교","초등학교","경상남도 밀양시 초동면 초동로 321"
"대전복용초등학교","초등학교","대전광역시 유성구 상대복용로65번길 36"
"샘말초등학교","초등학교","경기도 용인시 기흥구 흥덕중앙로105번길 9"
"태전중학교","중학교","경기도 광주시 태성로 110"
"선학초등학교","초등학교","경상남도 진주시 하대로105번길 26"
"산외초등학교","초등학교","경상남도 밀양시 산외면 산외로 257"
"대월초등학교","초등학교","경기도 이천시 대월면 대평로178번길 48"
"태룡초등학교","초등학교","경상남도 밀양시 단장면 국전로 15-8"
"천안계광중학교","중학교","충청남도 천안시 동남구 봉명로 53"
"천안새샘중학교","중학교","충청남도 천안시 동남구 통정6로 49"
"학산초등학교","초등학교","전라남도 영암군 학산면 금계로 193"
"내곡중학교","중학교","서울특별시 서초구 청계산로7길 9-20"
"담양고등학교","고등학교","전라남도 담양군 담양읍 천변7길 11"
"장평초등학교","초등학교","경상남도 거제시 장평1로 116"
"갑룡초등학교","초등학교","인천광역시 강화군 강화읍 갑룡길 88"
"천안초등학교","초등학교","충청남도 천안시 동남구 중앙로 169"
"만리포고등학교","고등학교","충청남도 태안군 소원면 서해로 631"
"무안중학교","중학교","경상남도 밀양시 무안면 사명로 617-18"
"충무공초등학교","초등학교","경상남도 진주시 사들로 70"
"옥종중학교","중학교","경상남도 하동군 옥종면 옥종중앙길 35"
"부산내성중학교","중학교","부산광역시 동래구 중앙대로 1297"
"장촌초등학교","초등학교","경기도 고양시 일산서구 호수로856번길 43"
"대전동문초등학교","초등학교","대전광역시 중구 문화로 200"
"직산초등학교","초등학교","충청남도 천안시 서북구 직산읍 직산안길 79"
"상지초등학교","초등학교","경기도 부천시 원미구 장말로 189"
"아미초등학교","초등학교","경기도 이천시 부발읍 신아로92번길 32"
"철성고등학교","고등학교","경상남도 고성군 고성읍 대가로 12"
"대구진천초등학교","초등학교","대구광역시 달서구 상화로9길 65"
"목천중학교","중학교","충청남도 천안시 동남구 목천읍 삼방로 145"
